date;dateHeure;login;ip
20140327;111047;p.rousseau;10.35.8.149
20140327;111335;s.meunier stephanie;10.35.8.149
20140327;111443;j.austoni;10.35.8.149
20140327;111539;i.integra;217.115.160.142
20140327;111952;ma.reynaud;10.35.8.149
20140327;111959;a.testsarabis;10.35.8.149
20140327;112004;e.mielczarek;10.35.8.149
20140327;112004;e.ev1;10.35.8.149
20140327;112156;jean.dericquebourg;10.35.8.149
20140327;112236;m.roumegou;10.35.8.149
20140327;112425;m.chaillou;10.35.8.149
20140327;112632;s.vautier;10.35.8.149
20140327;112649;em.waechter;10.35.8.149
20140327;112824;mur.chaillou;10.35.8.149
20140327;113051;i.integra;217.115.160.142
20140327;113413;j.stoltz;10.35.8.149
20140327;113431;e.junjaud;10.35.8.149
20140327;113458;f.mussard;10.35.8.149
20140327;113642;a.testsarabis;10.35.8.149
20140327;113647;e.ev1;10.35.8.149
20140327;114007;s.jolicard;10.35.8.149
20140327;114059;d.mandron;10.35.8.149
20140327;114415;s.vautier;10.35.8.149
20140327;114457;c.mougeot;10.35.8.149
20140327;114458;c.renard;10.35.8.149
20140327;114542;i.integra;217.115.160.142
20140327;114629;j.oswalt;10.35.8.149
20140327;114743;e.mielczarek;10.35.8.149
20140327;114754;j.coulon;10.35.8.149
20140327;114946;a.basquez;10.35.8.149
20140327;115339;a.testsarabis;10.35.8.149
20140327;115343;e.ev1;10.35.8.149
20140327;115529;an.derne;10.35.8.149
20140327;115551;b.marie-claude;10.35.8.149
20140327;115633;d.mandron;10.35.8.149
20140327;115657;m.heritier;10.35.8.149
20140327;115806;m.chauffour;10.35.8.149
20140327;120038;i.integra;217.115.160.142
20140327;120413;c.lherbier;10.35.8.149
20140327;120511;s.jolicard;10.35.8.149
20140327;120656;g.servais;10.35.8.149
20140327;120722;h.bogucki;10.35.8.149
20140327;120916;a.testsarabis;10.35.8.149
20140327;120921;e.ev1;10.35.8.149
20140327;121006;j.paletta;10.35.8.149
20140327;121416;t.deliere;10.35.8.149
20140327;121539;i.integra;217.115.160.142
20140327;121846;g.pugnet;10.35.8.149
20140327;121933;e.vial;10.35.8.149
20140327;122154;a.testsarabis;10.35.8.149
20140327;122159;e.ev1;10.35.8.149
20140327;122737;c.mougeot;10.35.8.149
20140327;123019;v.verger;10.35.8.149
20140327;123020;v.verger;10.35.8.149
20140327;123044;i.integra;217.115.160.142
20140327;123706;m.beyerrustichelli;10.35.8.149
20140327;124002;n.bertini;10.35.8.149
20140327;124159;j.loriferne;10.35.8.149
20140327;124331;a.testsarabis;10.35.8.149
20140327;124336;e.ev1;10.35.8.149
20140327;124538;i.integra;217.115.160.142
20140327;124754;ma.hervet;10.35.8.149
20140327;124847;d.limpens;10.35.8.149
20140327;125246;a.testsarabis;10.35.8.149
20140327;125251;e.ev1;10.35.8.149
20140327;125836;e.coulomb;10.35.8.149
20140327;125958;s.chevrier;10.35.8.149
20140327;130039;i.integra;217.115.160.142
20140327;130124;d.cindy;10.35.8.149
20140327;130402;an.derne;10.35.8.149
20140327;130741;s.jolicard;10.35.8.149
20140327;131051;an.derne;10.35.8.149
20140327;131221;d.mandron;10.35.8.149
20140327;131225;je.ray;10.35.8.149
20140327;131414;a.testsarabis;10.35.8.149
20140327;131419;e.ev1;10.35.8.149
20140327;131538;i.integra;217.115.160.142
20140327;131713;o.geuring;10.35.8.149
20140327;131912;o.laurent;10.35.8.149
20140327;131916;a.testsarabis;10.35.8.149
20140327;131921;e.ev1;10.35.8.149
20140327;131943;f.mussard;10.35.8.149
20140327;132230;f.brunesseaux;10.35.8.149
20140327;132436;je.eymet;10.35.8.149
20140327;132513;m.giordano;10.35.8.149
20140327;132542;j.oswalt;10.35.8.149
20140327;132816;p.lempereur;10.35.8.149
20140327;133042;i.integra;217.115.160.142
20140327;133055;e.vial;10.35.8.149
20140327;133218;i.caron;10.35.8.149
20140327;133420;v.verger;10.35.8.149
20140327;133526;c.mougeot;10.35.8.149
20140327;133537;h.grange;10.35.8.149
20140327;133617;j.austoni;10.35.8.149
20140327;133628;m.giordano;10.35.8.149
20140327;133717;f.gayral;10.35.8.149
20140327;133820;a.testsarabis;10.35.8.149
20140327;133825;e.ev1;10.35.8.149
20140327;133909;a.basquez;10.35.8.149
20140327;133942;g.pugnet;10.35.8.149
20140327;134325;ma.demay;10.35.8.149
20140327;134327;ce.alleman;10.35.8.149
20140327;134423;c.claverie;10.35.8.149
20140327;134433;phi.imbach;10.35.8.149
20140327;134440;l.arnoux;10.35.8.149
20140327;134531;o.laurent;10.35.8.149
20140327;134542;i.integra;217.115.160.142
20140327;134618;m.beyerrustichelli;10.35.8.149
20140327;134826;ma.heritier;10.35.8.149
20140327;134914;a.testsarabis;10.35.8.149
20140327;134919;e.ev1;10.35.8.149
20140327;135034;f.martine;10.35.8.149
20140327;135334;v.orion;10.35.8.149
20140327;135438;c.mougeot;10.35.8.149
20140327;135650;j.austoni;10.35.8.149
20140327;135911;ma.hervet;10.35.8.149
20140327;140041;i.integra;217.115.160.142
20140327;140411;i.jaffrennou;10.35.8.149
20140327;140713;c.renard;10.35.8.149
20140327;140725;em.waechter;10.35.8.149
20140327;141042;jean.dericquebourg;10.35.8.149
20140327;141107;g.pugnet;10.35.8.149
20140327;141145;a.testsarabis;10.35.8.149
20140327;141151;e.ev1;10.35.8.149
20140327;141541;i.integra;217.115.160.142
20140327;141919;ma.cousse;10.35.8.149
20140327;142150;a.testsarabis;10.35.8.149
20140327;142156;e.ev1;10.35.8.149
20140327;142248;f.mussard;10.35.8.149
20140327;142259;fr.blandiot;10.35.8.149
20140327;142440;e.fournier;10.35.8.149
20140327;142633;f.deniau;10.35.8.149
20140327;142643;e.moreau;10.35.8.149
20140327;142813;j.magnani;10.35.8.149
20140327;142900;je.ray;10.35.8.149
20140327;143043;i.integra;217.115.160.142
20140327;143055;be.galloo;10.35.8.149
20140327;143121;l.billy;10.35.8.149
20140327;143336;c.mougeot;10.35.8.149
20140327;143524;ja.adin;10.35.8.149
20140327;143539;o.diop;10.35.8.149
20140327;143622;a.testsarabis;10.35.8.149
20140327;143632;e.ev1;10.35.8.149
20140327;143814;e.vial;10.35.8.149
20140327;143904;s.vautier;10.35.8.149
20140327;144538;i.integra;217.115.160.142
20140327;144726;c.tom;10.35.8.149
20140327;144726;c.bachere;10.35.8.149
20140327;145151;a.testsarabis;10.35.8.149
20140327;145156;e.ev1;10.35.8.149
20140327;145314;i.jaffrennou;10.35.8.149
20140327;145327;n.bouilhol;10.35.8.149
20140327;150033;chan.salard;10.35.8.149
20140327;150044;i.integra;217.115.160.142
20140327;150437;a.testsarabis;10.35.8.149
20140327;150442;e.ev1;10.35.8.149
20140327;150521;e.coulomb;10.35.8.149
20140327;150616;c.szydlowski;10.35.8.149
20140327;150625;be.galloo;10.35.8.149
20140327;150800;a.gregoire;10.35.8.149
20140327;150959;m.benchaboune;10.35.8.149
20140327;151022;be.galloo;10.35.8.149
20140327;151139;em.waechter;10.35.8.149
20140327;151349;g.servais;10.35.8.149
20140327;151539;i.integra;217.115.160.142
20140327;151933;an.tricoire;10.35.8.149
20140327;152051;s.jolicard;10.35.8.149
20140327;152218;g.pugnet;10.35.8.149
20140327;152707;a.testsarabis;10.35.8.149
20140327;152712;e.ev1;10.35.8.149
20140327;153038;vi.horak;10.35.8.149
20140327;153039;i.integra;217.115.160.142
20140327;153104;l.bardagi;10.35.8.149
20140327;153212;j.gaffard;10.35.8.149
20140327;153413;s.andre;10.35.8.149
20140327;153514;ph.carette;10.35.8.149
20140327;153609;m.giordano;10.35.8.149
20140327;153718;n.notter;10.35.8.149
20140327;153829;d.collet;10.35.8.149
20140327;153912;a.testsarabis;10.35.8.149
20140327;153917;e.ev1;10.35.8.149
20140327;154544;i.integra;217.115.160.142
20140327;154820;h.grange;10.35.8.149
20140327;155333;e.rs1;10.35.8.149
20140327;155347;a.testsarabis;10.35.8.149
20140327;155353;e.ev1;10.35.8.149
20140327;155617;j.letrong;10.35.8.149
20140327;155712;lu.larcon;10.35.8.149
20140327;155843;g.pugnet;10.35.8.149
20140327;160042;i.integra;217.115.160.142
20140327;160223;p.braun;10.35.8.149
20140327;160350;ce.lucas;10.35.8.149
20140327;160451;ma.guillaume;10.35.8.149
20140327;160752;f.brunesseaux;10.35.8.149
20140327;161046;g.pugnet;10.35.8.149
20140327;161310;i.caron;10.35.8.149
20140327;161352;e.macia;10.35.8.149
20140327;161419;a.testsarabis;10.35.8.149
20140327;161424;e.ev1;10.35.8.149
20140327;161426;ph.guibon;10.35.8.149
20140327;161538;i.integra;217.115.160.142
20140327;161618;ma.hervet;10.35.8.149
20140327;161632;ma.guillaume;10.35.8.149
20140327;161647;m.guillaudmauco;10.35.8.149
20140327;161750;f.mussard;10.35.8.149
20140327;162010;j.pulido;10.35.8.149
20140327;162200;a.testsarabis;10.35.8.149
20140327;162205;e.ev1;10.35.8.149
20140327;162454;m.hermet;10.35.8.149
20140327;162507;c.tom;10.35.8.149
20140327;162629;d.bart;10.35.8.149
20140327;163027;m.hermet;10.35.8.149
20140327;163043;i.integra;217.115.160.142
20140327;163244;c.menard;10.35.8.149
20140327;163255;c.tom;10.35.8.149
20140327;163305;c.gilbert;10.35.8.149
20140327;163602;g.pugnet;10.35.8.149
20140327;163942;a.testsarabis;10.35.8.149
20140327;163947;e.ev1;10.35.8.149
20140327;164010;an.derne;10.35.8.149
20140327;164224;a.marceline;10.35.8.149
20140327;164304;j.magnani;10.35.8.149
20140327;164306;f.brunesseaux;10.35.8.149
20140327;164422;ya.reaux;10.35.8.149
20140327;164541;i.integra;217.115.160.142
20140327;164611;r.jouet;10.35.8.149
20140327;164835;a.testsarabis;10.35.8.149
20140327;164840;e.ev1;10.35.8.149
20140327;165232;c.szydlowski;10.35.8.149
20140327;165438;d.mandron;10.35.8.149
20140327;165918;s.woch;10.35.8.149
20140327;170043;i.integra;217.115.160.142
20140327;170330;v.orion;10.35.8.149
20140327;170712;r.jouet;10.35.8.149
20140327;171507;f.mussard;10.35.8.149
20140327;171542;i.integra;217.115.160.142
20140327;171615;a.testsarabis;10.35.8.149
20140327;171620;e.ev1;10.35.8.149
20140327;172158;m.jimenez;10.35.8.149
20140327;172221;a.testsarabis;10.35.8.149
20140327;172226;e.ev1;10.35.8.149
20140327;172449;m.guillaudmauco;10.35.8.149
20140327;172520;j.oswalt;10.35.8.149
20140327;172618;f.brunesseaux;10.35.8.149
20140327;172734;v.orion;10.35.8.149
20140327;172752;v.verger;10.35.8.149
20140327;173015;j.suignard;10.35.8.149
20140327;173041;i.integra;217.115.160.142
20140327;173353;v.verger;10.35.8.149
20140327;173431;a.testsarabis;10.35.8.149
20140327;173436;e.ev1;10.35.8.149
20140327;173839;a.gaudefroy;10.35.8.149
20140327;174026;d.mandron;10.35.8.149
20140327;174428;j.loriferne;10.35.8.149
20140327;174540;i.integra;217.115.160.142
20140327;174838;v.orion;10.35.8.149
20140327;174938;a.testsarabis;10.35.8.149
20140327;174942;e.ev1;10.35.8.149
20140327;175042;f.canis;10.35.8.149
20140327;175556;a.chevailler;10.35.8.149
20140327;180045;i.integra;217.115.160.142
20140327;180426;m.allote;10.35.8.149
20140327;180714;a.testsarabis;10.35.8.149
20140327;180719;e.ev1;10.35.8.149
20140327;180721;f.canis;10.35.8.149
20140327;180836;v.orion;10.35.8.149
20140327;180907;s.wackenheim;10.35.8.149
20140327;180954;n.marnas;10.35.8.149
20140327;181006;f.canis;10.35.8.149
20140327;181358;s.vautier;10.35.8.149
20140327;181541;i.integra;217.115.160.142
20140327;181548;c.bouyer;10.35.8.149
20140327;181925;j.desplantez;10.35.8.149
20140327;181953;jean.dericquebourg;10.35.8.149
20140327;182149;a.testsarabis;10.35.8.149
20140327;182154;e.ev1;10.35.8.149
20140327;182527;v.orion;10.35.8.149
20140327;182821;p.lempereur;10.35.8.149
20140327;183040;i.integra;217.115.160.142
20140327;183746;d.mathieu;10.35.8.149
20140327;184415;d.mathieu;10.35.8.149
20140327;184539;i.integra;217.115.160.142
20140327;184603;a.testsarabis;10.35.8.149
20140327;184607;e.ev1;10.35.8.149
20140327;184803;a.testsarabis;10.35.8.149
20140327;184808;e.ev1;10.35.8.149
20140327;185741;e.vial;10.35.8.149
20140327;190041;i.integra;217.115.160.142
20140327;190757;m.beyerrustichelli;10.35.8.149
20140327;190849;t.lavaud;10.35.8.149
20140327;190853;r.masmoudi;10.35.8.149
20140327;191135;a.testsarabis;10.35.8.149
20140327;191140;e.ev1;10.35.8.149
20140327;191540;i.integra;217.115.160.142
20140327;192436;a.testsarabis;10.35.8.149
20140327;192442;e.ev1;10.35.8.149
20140327;193037;i.integra;217.115.160.142
20140327;193320;c.tom;10.35.8.149
20140327;193645;a.testsarabis;10.35.8.149
20140327;193650;e.ev1;10.35.8.149
20140327;194538;i.integra;217.115.160.142
20140327;195027;ph.guibon;10.35.8.149
20140327;195624;a.testsarabis;10.35.8.149
20140327;195630;e.ev1;10.35.8.149
20140327;195833;c.edlinger;10.35.8.149
20140327;200040;i.integra;217.115.160.142
20140327;201347;a.testsarabis;10.35.8.149
20140327;201352;e.ev1;10.35.8.149
20140327;201537;i.integra;217.115.160.142
20140327;201944;a.testsarabis;10.35.8.149
20140327;201948;e.ev1;10.35.8.149
20140327;203040;i.integra;217.115.160.142
20140327;204328;a.testsarabis;10.35.8.149
20140327;204333;e.ev1;10.35.8.149
20140327;204536;i.integra;217.115.160.142
20140327;204913;a.testsarabis;10.35.8.149
20140327;204918;e.ev1;10.35.8.149
20140327;204934;c.tom;10.35.8.149
20140327;210037;i.integra;217.115.160.142
20140327;210646;a.testsarabis;10.35.8.149
20140327;210652;e.ev1;10.35.8.149
20140327;211539;i.integra;217.115.160.142
20140327;211913;a.testsarabis;10.35.8.149
20140327;211918;e.ev1;10.35.8.149
20140327;212140;ph.guibon;10.35.8.149
20140327;213039;i.integra;217.115.160.142
20140327;213046;c.mougeot;10.35.8.149
20140327;213128;t.deliere;10.35.8.149
20140327;213432;a.testsarabis;10.35.8.149
20140327;213437;e.ev1;10.35.8.149
20140327;214337;f.prouteaubenoit;10.35.8.149
20140327;214541;i.integra;217.115.160.142
20140327;214841;a.testsarabis;10.35.8.149
20140327;214846;e.ev1;10.35.8.149
20140327;220039;i.integra;217.115.160.142
20140327;220419;a.testsarabis;10.35.8.149
20140327;220424;e.ev1;10.35.8.149
20140327;221102;g.durand;10.35.8.149
20140327;221349;m.gharbi;10.35.8.149
20140327;221540;i.integra;217.115.160.142
20140327;222401;a.testsarabis;10.35.8.149
20140327;222406;e.ev1;10.35.8.149
20140327;223041;i.integra;217.115.160.142
20140327;223836;c.renard;10.35.8.149
20140327;224000;a.testsarabis;10.35.8.149
20140327;224005;e.ev1;10.35.8.149
20140327;224538;i.integra;217.115.160.142
20140327;225441;a.testsarabis;10.35.8.149
20140327;225447;e.ev1;10.35.8.149
20140327;230007;e.caillault;10.35.8.149
20140327;230040;i.integra;217.115.160.142
20140327;230436;g.rey;10.35.8.149
20140327;231538;i.integra;217.115.160.142
20140327;233039;i.integra;217.115.160.142
20140327;233104;t.deliere;10.35.8.149
20140327;233823;a.testsarabis;10.35.8.149
20140327;233827;e.ev1;10.35.8.149
20140327;234538;i.integra;217.115.160.142
20140327;235219;a.testsarabis;10.35.8.149
20140327;235224;e.ev1;10.35.8.149
